FECHA_HORA,ESTACION,MAGNITUD,MEDIDA
2018-01-15T10:00:00,016,NOX,175
2018-01-15T11:00:00,016,NOX,109
2018-01-15T12:00:00,016,NOX,167
2018-01-15T13:00:00,016,NOX,148
2018-01-15T14:00:00,016,NOX,137
2018-01-15T15:00:00,016,NOX,67
2018-01-15T16:00:00,016,NOX,78
2018-01-15T17:00:00,016,NOX,92
2018-01-15T18:00:00,016,NOX,139
2018-01-15T19:00:00,016,NOX,153
2018-01-15T20:00:00,016,NOX,165
2018-01-15T21:00:00,016,NOX,165
2018-01-15T22:00:00,016,NOX,154
2018-01-15T23:00:00,016,NOX,109
2018-01-16T00:00:00,016,NOX,62
2018-01-16T01:00:00,016,NOX,59
2018-01-16T02:00:00,016,NOX,55
2018-01-16T03:00:00,016,NOX,47
2018-01-16T04:00:00,016,NOX,61
2018-01-16T05:00:00,016,NOX,94
2018-01-16T06:00:00,016,NOX,128
2018-01-16T07:00:00,016,NOX,211
2018-01-16T08:00:00,016,NOX,276
2018-01-16T09:00:00,016,NOX,243
2018-01-16T10:00:00,016,NOX,195
2018-01-16T11:00:00,016,NOX,193
2018-01-16T12:00:00,016,NOX,196
2018-01-16T13:00:00,016,NOX,142
2018-01-16T14:00:00,016,NOX,123
2018-01-16T15:00:00,016,NOX,88
2018-01-16T16:00:00,016,NOX,106
2018-01-16T17:00:00,016,NOX,144
2018-01-16T18:00:00,016,NOX,225
2018-01-16T19:00:00,016,NOX,223
2018-01-16T20:00:00,016,NOX,190
2018-01-16T21:00:00,016,NOX,256
2018-01-16T22:00:00,016,NOX,86
2018-01-16T23:00:00,016,NOX,36
2018-01-17T00:00:00,016,NOX,32
2018-01-17T01:00:00,016,NOX,131
2018-01-17T02:00:00,016,NOX,93
2018-01-17T03:00:00,016,NOX,15
2018-01-17T04:00:00,016,NOX,101
2018-01-17T05:00:00,016,NOX,107
2018-01-17T06:00:00,016,NOX,97
2018-01-17T07:00:00,016,NOX,177
2018-01-17T08:00:00,016,NOX,230
2018-01-17T09:00:00,016,NOX,360
2018-01-17T10:00:00,016,NOX,349
2018-01-17T11:00:00,016,NOX,384
2018-01-17T12:00:00,016,NOX,94
2018-01-17T13:00:00,016,NOX,70
2018-01-17T14:00:00,016,NOX,86
2018-01-17T15:00:00,016,NOX,98
2018-01-17T16:00:00,016,NOX,61
2018-01-17T17:00:00,016,NOX,51
2018-01-17T18:00:00,016,NOX,82
2018-01-17T19:00:00,016,NOX,106
2018-01-17T20:00:00,016,NOX,201
2018-01-17T21:00:00,016,NOX,109
2018-01-17T22:00:00,016,NOX,75
2018-01-17T23:00:00,016,NOX,63
2018-01-18T00:00:00,016,NOX,51
2018-01-18T01:00:00,016,NOX,58
2018-01-18T02:00:00,016,NOX,27
2018-01-18T03:00:00,016,NOX,21
2018-01-18T04:00:00,016,NOX,19
2018-01-18T05:00:00,016,NOX,22
2018-01-18T06:00:00,016,NOX,32
2018-01-18T07:00:00,016,NOX,70
2018-01-18T08:00:00,016,NOX,102
2018-01-18T09:00:00,016,NOX,114
2018-01-18T10:00:00,016,NOX,96
2018-01-18T11:00:00,016,NOX,77
2018-01-18T12:00:00,016,NOX,77
2018-01-18T13:00:00,016,NOX,64
2018-01-18T14:00:00,016,NOX,83
2018-01-18T15:00:00,016,NOX,137
2018-01-18T16:00:00,016,NOX,203
2018-01-18T17:00:00,016,NOX,250
2018-01-18T18:00:00,016,NOX,347
2018-01-18T19:00:00,016,NOX,460
2018-01-18T20:00:00,016,NOX,435
2018-01-18T21:00:00,016,NOX,570
2018-01-18T22:00:00,016,NOX,570
2018-01-18T23:00:00,016,NOX,409
2018-01-19T00:00:00,016,NOX,163
2018-01-19T01:00:00,016,NOX,119
2018-01-19T02:00:00,016,NOX,48
2018-01-19T03:00:00,016,NOX,30
2018-01-19T04:00:00,016,NOX,32
2018-01-19T05:00:00,016,NOX,56
2018-01-19T06:00:00,016,NOX,90
2018-01-19T07:00:00,016,NOX,254
2018-01-19T08:00:00,016,NOX,257
2018-01-19T09:00:00,016,NOX,392
2018-01-19T10:00:00,016,NOX,191
2018-01-19T11:00:00,016,NOX,83
2018-01-19T12:00:00,016,NOX,81
2018-01-19T13:00:00,016,NOX,61
2018-01-19T14:00:00,016,NOX,66
2018-01-19T15:00:00,016,NOX,185
2018-01-19T16:00:00,016,NOX,166
2018-01-19T17:00:00,016,NOX,193
2018-01-19T18:00:00,016,NOX,102
2018-01-19T19:00:00,016,NOX,75
2018-01-19T20:00:00,016,NOX,118
2018-01-19T21:00:00,016,NOX,213
2018-01-19T22:00:00,016,NOX,238
2018-01-19T23:00:00,016,NOX,237
2018-01-20T00:00:00,016,NOX,410
2018-01-20T01:00:00,016,NOX,410
2018-01-20T02:00:00,016,NOX,458
2018-01-20T03:00:00,016,NOX,389
2018-01-20T04:00:00,016,NOX,358
2018-01-20T05:00:00,016,NOX,342
2018-01-20T06:00:00,016,NOX,223
2018-01-20T07:00:00,016,NOX,250
2018-01-20T08:00:00,016,NOX,249
2018-01-20T09:00:00,016,NOX,214
2018-01-20T10:00:00,016,NOX,159
2018-01-20T11:00:00,016,NOX,163
2018-01-20T12:00:00,016,NOX,183
2018-01-20T13:00:00,016,NOX,132
2018-01-20T14:00:00,016,NOX,121
2018-01-20T15:00:00,016,NOX,108
2018-01-20T16:00:00,016,NOX,94
2018-01-20T17:00:00,016,NOX,109
2018-01-20T18:00:00,016,NOX,168
2018-01-20T19:00:00,016,NOX,71
2018-01-20T20:00:00,016,NOX,46
2018-01-20T21:00:00,016,NOX,72
2018-01-20T22:00:00,016,NOX,92
2018-01-20T23:00:00,016,NOX,97
2018-01-21T00:00:00,016,NOX,142
2018-01-21T01:00:00,016,NOX,108
2018-01-21T02:00:00,016,NOX,204
2018-01-21T03:00:00,016,NOX,179
2018-01-21T04:00:00,016,NOX,129
2018-01-21T05:00:00,016,NOX,86
2018-01-21T06:00:00,016,NOX,101
2018-01-21T07:00:00,016,NOX,139
2018-01-21T08:00:00,016,NOX,102
2018-01-21T09:00:00,016,NOX,80
2018-01-21T10:00:00,016,NOX,103
2018-01-21T11:00:00,016,NOX,66
2018-01-21T12:00:00,016,NOX,82
2018-01-21T13:00:00,016,NOX,95
2018-01-21T14:00:00,016,NOX,82
2018-01-21T15:00:00,016,NOX,65
2018-01-21T16:00:00,016,NOX,61
2018-01-21T17:00:00,016,NOX,55
2018-01-21T18:00:00,016,NOX,120
2018-01-21T19:00:00,016,NOX,212
2018-01-21T20:00:00,016,NOX,116
2018-01-21T21:00:00,016,NOX,95
2018-01-21T22:00:00,016,NOX,106
2018-01-21T23:00:00,016,NOX,126
2018-01-22T00:00:00,016,NOX,68
2018-01-22T01:00:00,016,NOX,16
2018-01-22T02:00:00,016,NOX,24
2018-01-22T03:00:00,016,NOX,29
2018-01-22T04:00:00,016,NOX,23
2018-01-22T05:00:00,016,NOX,20
2018-01-22T06:00:00,016,NOX,37
2018-01-22T07:00:00,016,NOX,68
2018-01-22T08:00:00,016,NOX,111
2018-01-22T09:00:00,016,NOX,119
2018-01-22T10:00:00,016,NOX,81
2018-01-22T11:00:00,016,NOX,45
2018-01-22T12:00:00,016,NOX,68
2018-01-22T13:00:00,016,NOX,69
2018-01-22T14:00:00,016,NOX,73
2018-01-22T15:00:00,016,NOX,102
2018-01-22T16:00:00,016,NOX,150
2018-01-22T17:00:00,016,NOX,241
2018-01-22T18:00:00,016,NOX,220
2018-01-22T19:00:00,016,NOX,533
2018-01-22T20:00:00,016,NOX,616
2018-01-22T21:00:00,016,NOX,482
2018-01-22T22:00:00,016,NOX,285
2018-01-22T23:00:00,016,NOX,116
2018-01-23T00:00:00,016,NOX,76
2018-01-23T01:00:00,016,NOX,40
2018-01-23T02:00:00,016,NOX,26
2018-01-23T03:00:00,016,NOX,26
2018-01-23T04:00:00,016,NOX,20
2018-01-23T05:00:00,016,NOX,18
2018-01-23T06:00:00,016,NOX,35
2018-01-23T07:00:00,016,NOX,98
2018-01-23T08:00:00,016,NOX,134
2018-01-23T09:00:00,016,NOX,126
2018-01-23T10:00:00,016,NOX,96
2018-01-23T11:00:00,016,NOX,67
2018-01-23T12:00:00,016,NOX,49
2018-01-23T13:00:00,016,NOX,46
2018-01-23T14:00:00,016,NOX,45
2018-01-23T15:00:00,016,NOX,62
2018-01-23T16:00:00,016,NOX,65
2018-01-23T17:00:00,016,NOX,54
2018-01-23T18:00:00,016,NOX,163
2018-01-23T19:00:00,016,NOX,300
2018-01-23T20:00:00,016,NOX,433
2018-01-23T21:00:00,016,NOX,401
2018-01-23T22:00:00,016,NOX,134
2018-01-23T23:00:00,016,NOX,55
2018-01-24T00:00:00,016,NOX,42
2018-01-24T01:00:00,016,NOX,33
2018-01-24T02:00:00,016,NOX,18
2018-01-24T03:00:00,016,NOX,17
2018-01-24T04:00:00,016,NOX,18
2018-01-24T05:00:00,016,NOX,19
2018-01-24T06:00:00,016,NOX,34
2018-01-24T07:00:00,016,NOX,140
2018-01-24T08:00:00,016,NOX,328
2018-01-24T09:00:00,016,NOX,186
2018-01-24T10:00:00,016,NOX,112
2018-01-24T11:00:00,016,NOX,108
2018-01-24T12:00:00,016,NOX,135
2018-01-24T13:00:00,016,NOX,123
2018-01-24T14:00:00,016,NOX,120
2018-01-24T15:00:00,016,NOX,120
2018-01-24T16:00:00,016,NOX,119
2018-01-24T17:00:00,016,NOX,129
2018-01-24T18:00:00,016,NOX,174
2018-01-24T19:00:00,016,NOX,305
2018-01-24T20:00:00,016,NOX,468
2018-01-24T21:00:00,016,NOX,380
2018-01-24T22:00:00,016,NOX,424
2018-01-24T23:00:00,016,NOX,451
2018-01-25T00:00:00,016,NOX,473
2018-01-25T01:00:00,016,NOX,498
2018-01-25T02:00:00,016,NOX,326
2018-01-25T03:00:00,016,NOX,91
2018-01-25T04:00:00,016,NOX,68
2018-01-25T05:00:00,016,NOX,63
2018-01-25T06:00:00,016,NOX,116
2018-01-25T07:00:00,016,NOX,202
2018-01-25T08:00:00,016,NOX,268
2018-01-25T09:00:00,016,NOX,427
2018-01-25T10:00:00,016,NOX,250
2018-01-25T11:00:00,016,NOX,176
2018-01-25T12:00:00,016,NOX,182
2018-01-25T13:00:00,016,NOX,73
2018-01-25T14:00:00,016,NOX,75
2018-01-25T15:00:00,016,NOX,80
2018-01-25T16:00:00,016,NOX,75
2018-01-25T17:00:00,016,NOX,66
2018-01-25T18:00:00,016,NOX,68
2018-01-25T19:00:00,016,NOX,78
2018-01-25T20:00:00,016,NOX,56
2018-01-25T21:00:00,016,NOX,61
2018-01-25T22:00:00,016,NOX,54
2018-01-25T23:00:00,016,NOX,27
2018-01-26T00:00:00,016,NOX,18
2018-01-26T01:00:00,016,NOX,6
2018-01-26T02:00:00,016,NOX,6
2018-01-26T03:00:00,016,NOX,7
2018-01-26T04:00:00,016,NOX,18
2018-01-26T05:00:00,016,NOX,22
2018-01-26T06:00:00,016,NOX,36
2018-01-26T07:00:00,016,NOX,86
2018-01-26T08:00:00,016,NOX,159
2018-01-26T09:00:00,016,NOX,91
2018-01-26T10:00:00,016,NOX,57
2018-01-26T11:00:00,016,NOX,43
2018-01-26T12:00:00,016,NOX,43
2018-01-26T13:00:00,016,NOX,44
2018-01-26T14:00:00,016,NOX,34
2018-01-26T15:00:00,016,NOX,42
2018-01-26T16:00:00,016,NOX,44
2018-01-26T17:00:00,016,NOX,48
2018-01-26T18:00:00,016,NOX,32
2018-01-26T19:00:00,016,NOX,67
2018-01-26T20:00:00,016,NOX,43
2018-01-26T21:00:00,016,NOX,34
2018-01-26T22:00:00,016,NOX,21
2018-01-26T23:00:00,016,NOX,19
2018-01-27T00:00:00,016,NOX,11
2018-01-27T01:00:00,016,NOX,13
2018-01-27T02:00:00,016,NOX,10
2018-01-27T03:00:00,016,NOX,11
2018-01-27T04:00:00,016,NOX,11
2018-01-27T05:00:00,016,NOX,16
2018-01-27T06:00:00,016,NOX,27
2018-01-27T07:00:00,016,NOX,33
2018-01-27T08:00:00,016,NOX,25
2018-01-27T09:00:00,016,NOX,16
2018-01-27T10:00:00,016,NOX,21
2018-01-27T11:00:00,016,NOX,15
2018-01-27T12:00:00,016,NOX,16
2018-01-27T13:00:00,016,NOX,26
2018-01-27T14:00:00,016,NOX,17
2018-01-27T15:00:00,016,NOX,11
2018-01-27T16:00:00,016,NOX,15
2018-01-27T17:00:00,016,NOX,19
2018-01-27T18:00:00,016,NOX,32
2018-01-27T19:00:00,016,NOX,27
2018-01-27T20:00:00,016,NOX,20
2018-01-27T21:00:00,016,NOX,24
2018-01-27T22:00:00,016,NOX,24
2018-01-27T23:00:00,016,NOX,15
2018-01-28T00:00:00,016,NOX,43
2018-01-28T01:00:00,016,NOX,50
2018-01-28T02:00:00,016,NOX,35
2018-01-28T03:00:00,016,NOX,14
2018-01-28T04:00:00,016,NOX,6
2018-01-28T05:00:00,016,NOX,7
2018-01-28T06:00:00,016,NOX,11
2018-01-28T07:00:00,016,NOX,8
2018-01-28T08:00:00,016,NOX,35
2018-01-28T09:00:00,016,NOX,12
2018-01-28T10:00:00,016,NOX,12
2018-01-28T11:00:00,016,NOX,13
2018-01-28T12:00:00,016,NOX,16
2018-01-28T13:00:00,016,NOX,12
2018-01-28T14:00:00,016,NOX,15
2018-01-28T15:00:00,016,NOX,15
2018-01-28T16:00:00,016,NOX,14
2018-01-28T17:00:00,016,NOX,19
2018-01-28T18:00:00,016,NOX,30
2018-01-28T19:00:00,016,NOX,41
2018-01-28T20:00:00,016,NOX,45
2018-01-28T21:00:00,016,NOX,42
2018-01-28T22:00:00,016,NOX,32
2018-01-28T23:00:00,016,NOX,21
2018-01-29T00:00:00,016,NOX,19
2018-01-29T01:00:00,016,NOX,20
2018-01-29T02:00:00,016,NOX,11
2018-01-29T03:00:00,016,NOX,9
2018-01-29T04:00:00,016,NOX,12
2018-01-29T05:00:00,016,NOX,26
2018-01-29T06:00:00,016,NOX,63
2018-01-29T07:00:00,016,NOX,145
2018-01-29T08:00:00,016,NOX,295
2018-01-29T09:00:00,016,NOX,312
2018-01-29T10:00:00,016,NOX,133
2018-01-29T11:00:00,016,NOX,72
2018-01-29T12:00:00,016,NOX,90
2018-01-29T13:00:00,016,NOX,71
2018-01-29T14:00:00,016,NOX,65
2018-01-29T15:00:00,016,NOX,26
2018-01-29T16:00:00,016,NOX,38
2018-01-29T17:00:00,016,NOX,48
2018-01-29T18:00:00,016,NOX,101
2018-01-29T19:00:00,016,NOX,385
2018-01-29T20:00:00,016,NOX,490
2018-01-29T21:00:00,016,NOX,347
2018-01-29T22:00:00,016,NOX,174
2018-01-29T23:00:00,016,NOX,117
2018-01-30T00:00:00,016,NOX,241
2018-01-30T01:00:00,016,NOX,223
2018-01-30T02:00:00,016,NOX,48
2018-01-30T03:00:00,016,NOX,34
2018-01-30T04:00:00,016,NOX,39
2018-01-30T05:00:00,016,NOX,48
2018-01-30T06:00:00,016,NOX,59
2018-01-30T07:00:00,016,NOX,112
2018-01-30T08:00:00,016,NOX,138
2018-01-30T09:00:00,016,NOX,142
2018-01-30T10:00:00,016,NOX,112
2018-01-30T11:00:00,016,NOX,93
2018-01-30T12:00:00,016,NOX,74
2018-01-30T13:00:00,016,NOX,52
2018-01-30T14:00:00,016,NOX,40
2018-01-30T15:00:00,016,NOX,40
2018-01-30T16:00:00,016,NOX,52
2018-01-30T17:00:00,016,NOX,51
2018-01-30T18:00:00,016,NOX,129
2018-01-30T19:00:00,016,NOX,323
2018-01-30T20:00:00,016,NOX,356
2018-01-30T21:00:00,016,NOX,280
2018-01-30T22:00:00,016,NOX,378
2018-01-30T23:00:00,016,NOX,180
2018-01-31T00:00:00,016,NOX,68
2018-01-31T01:00:00,016,NOX,42
2018-01-31T02:00:00,016,NOX,30
2018-01-31T03:00:00,016,NOX,35
2018-01-31T04:00:00,016,NOX,23
2018-01-31T05:00:00,016,NOX,25
2018-01-31T06:00:00,016,NOX,37
2018-01-31T07:00:00,016,NOX,85
2018-01-31T08:00:00,016,NOX,90
2018-01-31T09:00:00,016,NOX,103
2018-01-31T10:00:00,016,NOX,97
2018-01-31T11:00:00,016,NOX,121
2018-01-31T12:00:00,016,NOX,129
2018-01-31T13:00:00,016,NOX,59
2018-01-31T14:00:00,016,NOX,61
2018-01-31T15:00:00,016,NOX,83
2018-01-31T16:00:00,016,NOX,72
2018-01-31T17:00:00,016,NOX,87
2018-01-31T18:00:00,016,NOX,170
2018-01-31T19:00:00,016,NOX,402
2018-01-31T20:00:00,016,NOX,460
2018-01-31T21:00:00,016,NOX,374
2018-01-31T22:00:00,016,NOX,560
2018-01-31T23:00:00,016,NOX,551
2018-01-01T00:00:00,016,O3,71
2018-01-01T01:00:00,016,O3,59
2018-01-01T02:00:00,016,O3,46
2018-01-01T03:00:00,016,O3,64
2018-01-01T04:00:00,016,O3,65
2018-01-01T05:00:00,016,O3,54
2018-01-01T06:00:00,016,O3,51
2018-01-01T07:00:00,016,O3,50
2018-01-01T08:00:00,016,O3,33
2018-01-01T09:00:00,016,O3,28
2018-01-01T10:00:00,016,O3,39
2018-01-01T11:00:00,016,O3,43
2018-01-01T12:00:00,016,O3,45
2018-01-01T13:00:00,016,O3,54
2018-01-01T14:00:00,016,O3,58
2018-01-01T15:00:00,016,O3,51
2018-01-01T16:00:00,016,O3,50
2018-01-01T17:00:00,016,O3,48
2018-01-01T18:00:00,016,O3,39
2018-01-01T19:00:00,016,O3,37
2018-01-01T20:00:00,016,O3,40
2018-01-01T21:00:00,016,O3,27
2018-01-01T22:00:00,016,O3,17
2018-01-01T23:00:00,016,O3,37
2018-01-02T00:00:00,016,O3,54
2018-01-02T01:00:00,016,O3,69
2018-01-02T02:00:00,016,O3,68
2018-01-02T03:00:00,016,O3,71
2018-01-02T04:00:00,016,O3,77
2018-01-02T05:00:00,016,O3,76
2018-01-02T06:00:00,016,O3,69
2018-01-02T07:00:00,016,O3,50
2018-01-02T08:00:00,016,O3,34
2018-01-02T09:00:00,016,O3,49
2018-01-02T10:00:00,016,O3,32
2018-01-02T11:00:00,016,O3,30
2018-01-02T12:00:00,016,O3,35
2018-01-02T13:00:00,016,O3,44
2018-01-02T14:00:00,016,O3,39
2018-01-02T15:00:00,016,O3,44
2018-01-02T16:00:00,016,O3,30
2018-01-02T17:00:00,016,O3,28
2018-01-02T18:00:00,016,O3,17
2018-01-02T19:00:00,016,O3,14
2018-01-02T20:00:00,016,O3,10
2018-01-02T21:00:00,016,O3,3
2018-01-02T22:00:00,016,O3,2
2018-01-02T23:00:00,016,O3,18
2018-01-03T00:00:00,016,O3,32
2018-01-03T01:00:00,016,O3,42
2018-01-03T02:00:00,016,O3,32
2018-01-03T03:00:00,016,O3,28
2018-01-03T04:00:00,016,O3,39
2018-01-03T05:00:00,016,O3,42
2018-01-03T06:00:00,016,O3,19
2018-01-03T07:00:00,016,O3,1
2018-01-03T08:00:00,016,O3,2
2018-01-03T09:00:00,016,O3,3
2018-01-03T10:00:00,016,O3,7
2018-01-03T11:00:00,016,O3,15
2018-01-03T12:00:00,016,O3,17
2018-01-03T13:00:00,016,O3,18
2018-01-03T14:00:00,016,O3,21
2018-01-03T15:00:00,016,O3,23
2018-01-03T16:00:00,016,O3,17
2018-01-03T17:00:00,016,O3,6
2018-01-03T18:00:00,016,O3,1
2018-01-03T19:00:00,016,O3,1
2018-01-03T20:00:00,016,O3,1
2018-01-03T21:00:00,016,O3,1
2018-01-03T22:00:00,016,O3,1
2018-01-03T23:00:00,016,O3,1
2018-01-04T00:00:00,016,O3,2
2018-01-04T01:00:00,016,O3,1
2018-01-04T02:00:00,016,O3,1
2018-01-04T03:00:00,016,O3,17
2018-01-04T04:00:00,016,O3,11
2018-01-04T05:00:00,016,O3,27
2018-01-04T06:00:00,016,O3,12
2018-01-04T07:00:00,016,O3,10
2018-01-04T08:00:00,016,O3,7
2018-01-04T09:00:00,016,O3,8
2018-01-04T10:00:00,016,O3,11
2018-01-04T11:00:00,016,O3,14
2018-01-04T12:00:00,016,O3,19
2018-01-04T13:00:00,016,O3,24
2018-01-04T14:00:00,016,O3,27
2018-01-04T15:00:00,016,O3,25
2018-01-04T16:00:00,016,O3,32
2018-01-04T17:00:00,016,O3,26
2018-01-04T18:00:00,016,O3,17
2018-01-04T19:00:00,016,O3,17
2018-01-04T20:00:00,016,O3,14
2018-01-04T21:00:00,016,O3,10
2018-01-04T22:00:00,016,O3,13
2018-01-04T23:00:00,016,O3,17
2018-01-05T00:00:00,016,O3,27
2018-01-05T01:00:00,016,O3,34
2018-01-05T02:00:00,016,O3,44
2018-01-05T03:00:00,016,O3,46
2018-01-05T04:00:00,016,O3,47
2018-01-05T05:00:00,016,O3,51
2018-01-05T06:00:00,016,O3,49
2018-01-05T07:00:00,016,O3,39
2018-01-05T08:00:00,016,O3,31
2018-01-05T09:00:00,016,O3,33
2018-01-05T10:00:00,016,O3,24
2018-01-05T11:00:00,016,O3,32
2018-01-05T12:00:00,016,O3,33
2018-01-05T13:00:00,016,O3,36
2018-01-05T14:00:00,016,O3,38
2018-01-05T15:00:00,016,O3,37
2018-01-05T16:00:00,016,O3,28
2018-01-05T17:00:00,016,O3,15
2018-01-05T18:00:00,016,O3,16
2018-01-05T19:00:00,016,O3,13
2018-01-05T20:00:00,016,O3,15
2018-01-05T21:00:00,016,O3,20
2018-01-05T22:00:00,016,O3,27
2018-01-05T23:00:00,016,O3,36
2018-01-06T00:00:00,016,O3,58
2018-01-06T01:00:00,016,O3,58
2018-01-06T02:00:00,016,O3,59
2018-01-06T03:00:00,016,O3,73
2018-01-06T04:00:00,016,O3,76
2018-01-06T05:00:00,016,O3,79
2018-01-06T06:00:00,016,O3,75
2018-01-06T07:00:00,016,O3,72
2018-01-06T08:00:00,016,O3,76
2018-01-06T09:00:00,016,O3,78
2018-01-06T10:00:00,016,O3,73
2018-01-06T11:00:00,016,O3,68
2018-01-06T12:00:00,016,O3,60
2018-01-06T13:00:00,016,O3,53
2018-01-06T14:00:00,016,O3,42
2018-01-06T15:00:00,016,O3,50
2018-01-06T16:00:00,016,O3,59
2018-01-06T17:00:00,016,O3,54
2018-01-06T18:00:00,016,O3,52
2018-01-06T19:00:00,016,O3,26
2018-01-06T20:00:00,016,O3,9
2018-01-06T21:00:00,016,O3,15
2018-01-06T22:00:00,016,O3,40
2018-01-06T23:00:00,016,O3,46
2018-01-07T00:00:00,016,O3,35
2018-01-07T01:00:00,016,O3,40
2018-01-07T02:00:00,016,O3,48
2018-01-07T03:00:00,016,O3,56
2018-01-07T04:00:00,016,O3,66
2018-01-07T05:00:00,016,O3,63
2018-01-07T06:00:00,016,O3,61
2018-01-07T07:00:00,016,O3,59
2018-01-07T08:00:00,016,O3,61
2018-01-07T09:00:00,016,O3,55
2018-01-07T10:00:00,016,O3,50
2018-01-07T11:00:00,016,O3,46
2018-01-07T12:00:00,016,O3,47
2018-01-07T13:00:00,016,O3,52
2018-01-07T14:00:00,016,O3,55
2018-01-07T15:00:00,016,O3,54
2018-01-07T16:00:00,016,O3,51
2018-01-07T17:00:00,016,O3,40
2018-01-07T18:00:00,016,O3,27
2018-01-07T19:00:00,016,O3,25
2018-01-07T20:00:00,016,O3,8
2018-01-07T21:00:00,016,O3,17
2018-01-07T22:00:00,016,O3,5
2018-01-07T23:00:00,016,O3,4
2018-01-08T00:00:00,016,O3,22
2018-01-08T01:00:00,016,O3,28
2018-01-08T02:00:00,016,O3,30
2018-01-08T03:00:00,016,O3,33
2018-01-08T04:00:00,016,O3,35
2018-01-08T05:00:00,016,O3,38
2018-01-08T06:00:00,016,O3,33
2018-01-08T07:00:00,016,O3,15
2018-01-08T08:00:00,016,O3,3
2018-01-08T09:00:00,016,O3,15
2018-01-08T10:00:00,016,O3,26
2018-01-08T11:00:00,016,O3,37
2018-01-08T12:00:00,016,O3,38
2018-01-08T13:00:00,016,O3,42
2018-01-08T14:00:00,016,O3,47
2018-01-08T15:00:00,016,O3,57
2018-01-08T16:00:00,016,O3,49
2018-01-08T17:00:00,016,O3,30
2018-01-08T18:00:00,016,O3,5
2018-01-08T19:00:00,016,O3,1
2018-01-08T20:00:00,016,O3,2
2018-01-08T21:00:00,016,O3,1
2018-01-08T22:00:00,016,O3,8
2018-01-08T23:00:00,016,O3,9
2018-01-09T00:00:00,016,O3,9
2018-01-09T01:00:00,016,O3,2
2018-01-09T02:00:00,016,O3,1
2018-01-09T03:00:00,016,O3,1
2018-01-09T04:00:00,016,O3,1
2018-01-09T05:00:00,016,O3,1
2018-01-09T06:00:00,016,O3,1
2018-01-09T07:00:00,016,O3,1
2018-01-09T08:00:00,016,O3,1
2018-01-09T09:00:00,016,O3,1
2018-01-09T10:00:00,016,O3,1
2018-01-09T11:00:00,016,O3,6
2018-01-09T12:00:00,016,O3,9
2018-01-09T13:00:00,016,O3,11
2018-01-09T14:00:00,016,O3,9
2018-01-09T15:00:00,016,O3,6
2018-01-09T16:00:00,016,O3,7
2018-01-09T17:00:00,016,O3,8
2018-01-09T18:00:00,016,O3,11
2018-01-09T19:00:00,016,O3,7
2018-01-09T20:00:00,016,O3,10
2018-01-09T21:00:00,016,O3,6
2018-01-09T22:00:00,016,O3,1
2018-01-09T23:00:00,016,O3,1
2018-01-10T00:00:00,016,O3,1
2018-01-10T01:00:00,016,O3,4
2018-01-10T02:00:00,016,O3,5
2018-01-10T03:00:00,016,O3,22
2018-01-10T04:00:00,016,O3,19
2018-01-10T05:00:00,016,O3,21
2018-01-10T06:00:00,016,O3,13
2018-01-10T07:00:00,016,O3,4
2018-01-10T08:00:00,016,O3,5
2018-01-10T09:00:00,016,O3,5
2018-01-10T10:00:00,016,O3,6
2018-01-10T11:00:00,016,O3,11
2018-01-10T12:00:00,016,O3,17
2018-01-10T13:00:00,016,O3,23
2018-01-10T14:00:00,016,O3,23
2018-01-10T15:00:00,016,O3,21
2018-01-10T16:00:00,016,O3,23
2018-01-10T17:00:00,016,O3,18
2018-01-10T18:00:00,016,O3,11
2018-01-10T19:00:00,016,O3,14
2018-01-10T20:00:00,016,O3,13
2018-01-10T21:00:00,016,O3,22
2018-01-10T22:00:00,016,O3,34
2018-01-10T23:00:00,016,O3,42
2018-01-11T00:00:00,016,O3,61
2018-01-11T01:00:00,016,O3,68
2018-01-11T02:00:00,016,O3,69
2018-01-11T03:00:00,016,O3,71
2018-01-11T04:00:00,016,O3,65
2018-01-11T05:00:00,016,O3,60
2018-01-11T06:00:00,016,O3,47
2018-01-11T07:00:00,016,O3,11
2018-01-11T08:00:00,016,O3,2
2018-01-11T09:00:00,016,O3,9
2018-01-11T10:00:00,016,O3,43
2018-01-11T11:00:00,016,O3,59
2018-01-11T12:00:00,016,O3,62
2018-01-11T13:00:00,016,O3,63
2018-01-11T14:00:00,016,O3,61
2018-01-11T15:00:00,016,O3,62
2018-01-11T16:00:00,016,O3,56
2018-01-11T17:00:00,016,O3,39
2018-01-11T18:00:00,016,O3,22
2018-01-11T19:00:00,016,O3,20
2018-01-11T20:00:00,016,O3,38
2018-01-11T21:00:00,016,O3,18
2018-01-11T22:00:00,016,O3,41
2018-01-11T23:00:00,016,O3,54
2018-01-12T00:00:00,016,O3,57
2018-01-12T01:00:00,016,O3,61
2018-01-12T02:00:00,016,O3,58
2018-01-12T03:00:00,016,O3,46
2018-01-12T04:00:00,016,O3,40
2018-01-12T05:00:00,016,O3,12
2018-01-12T06:00:00,016,O3,1
2018-01-12T07:00:00,016,O3,1
2018-01-12T08:00:00,016,O3,1
2018-01-12T09:00:00,016,O3,2
2018-01-12T10:00:00,016,O3,2
2018-01-12T11:00:00,016,O3,2
2018-01-12T12:00:00,016,O3,5
2018-01-12T13:00:00,016,O3,17
2018-01-12T14:00:00,016,O3,32
2018-01-12T15:00:00,016,O3,12
